Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,22241.02,Ghee from cow milk,2011,2011,tonnes,105.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,22241.02,Ghee from cow milk,2012,2012,tonnes,37.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,22241.02,Ghee from cow milk,2013,2013,tonnes,181.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,22241.02,Ghee from cow milk,2014,2014,tonnes,19.22,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,22241.02,Ghee from cow milk,2015,2015,tonnes,8.1,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01657,"Ginger, raw",2006,2006,tonnes,14.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01657,"Ginger, raw",2009,2009,tonnes,25.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21434,Grape juice,2004,2004,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21434,Grape juice,2005,2005,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2002,2002,tonnes,8.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2003,2003,tonnes,12.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2004,2004,tonnes,5.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2005,2005,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2006,2006,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2007,2007,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2008,2008,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01330,Grapes,2014,2014,tonnes,1.59,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01252,Green garlic,2003,2003,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01252,Green garlic,2004,2004,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01252,Green garlic,2005,2005,tonnes,6.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01252,Green garlic,2006,2006,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01252,Green garlic,2012,2012,tonnes,6.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2162,Groundnut oil,2015,2015,tonnes,21.92,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0142,"Groundnuts, excluding shelled",2014,2014,tonnes,19.75,I,Imputed value
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21421,"Groundnuts, shelled",2015,2015,tonnes,0.5,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0231,"Hen eggs in shell, fresh",2002,2002,tonnes,245.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0231,"Hen eggs in shell, fresh",2003,2003,tonnes,271.0,T,Unofficial figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0231,"Hen eggs in shell, fresh",2005,2005,tonnes,5.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0231,"Hen eggs in shell, fresh",2006,2006,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0231,"Hen eggs in shell, fresh",2007,2007,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0231,"Hen eggs in shell, fresh",2012,2012,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0231,"Hen eggs in shell, fresh",2015,2015,tonnes,1.2,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23991.03,"Homogenized cooked fruit, prepared",2008,2008,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23991.03,"Homogenized cooked fruit, prepared",2014,2014,tonnes,0.11,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23162,Husked rice,2004,2004,tonnes,29.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23162,Husked rice,2005,2005,tonnes,63.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23162,Husked rice,2006,2006,tonnes,110.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23162,Husked rice,2009,2009,tonnes,325.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23162,Husked rice,2014,2014,tonnes,194.38,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2004,2004,tonnes,45.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2005,2005,tonnes,27.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2006,2006,tonnes,14.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2007,2007,tonnes,6.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2008,2008,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2011,2011,tonnes,139.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2014,2014,tonnes,0.71,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F1275,hydrogenated oils and fats,2015,2015,tonnes,429.9,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2002,2002,tonnes,1812.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2004,2004,tonnes,691.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2005,2005,tonnes,1423.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2006,2006,tonnes,211.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2007,2007,tonnes,68.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2008,2008,tonnes,9.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2014,2014,tonnes,32.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,17400,Ice and snow,2015,2015,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23991.01,Infant food,2008,2008,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.04,Juice of citrus fruit n.e.c.,2007,2007,tonnes,127.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.04,Juice of citrus fruit n.e.c.,2012,2012,tonnes,23.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.04,Juice of citrus fruit n.e.c.,2013,2013,tonnes,206.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.04,Juice of citrus fruit n.e.c.,2014,2014,tonnes,263.15,I,Imputed value
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2003,2003,tonnes,652.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2004,2004,tonnes,1009.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2005,2005,tonnes,357.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2006,2006,tonnes,619.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2007,2007,tonnes,34859.0,T,Unofficial figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2008,2008,tonnes,572.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2009,2009,tonnes,725.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2011,2011,tonnes,354.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2012,2012,tonnes,322.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2013,2013,tonnes,358.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2014,2014,tonnes,938.26,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21439.90,Juice of fruits n.e.c.,2015,2015,tonnes,1534.93,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21433.01,"Juice of pineapples, concentrated",2007,2007,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01254,Leeks and other alliaceous vegetables,2008,2008,tonnes,8.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01254,Leeks and other alliaceous vegetables,2009,2009,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01214,Lettuce and chicory,2002,2002,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0112,Maize (corn),2013,2013,tonnes,24.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0112,Maize (corn),2014,2014,tonnes,235.58,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0112,Maize (corn),2015,2015,tonnes,70.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01316,"Mangoes, guavas and mangosteens",2002,2002,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01316,"Mangoes, guavas and mangosteens",2003,2003,tonnes,7.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0118,Millet,2008,2008,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,0118,Millet,2014,2014,tonnes,251.74,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,23540,Molasses,2005,2005,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,02910,Natural honey,2009,2009,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,02910,Natural honey,2013,2013,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21691.02,Oil of maize,2006,2006,tonnes,39.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21691.07,Oil of sesame seed,2015,2015,tonnes,0.45,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2167,Olive oil,2005,2005,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2167,Olive oil,2009,2009,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2167,Olive oil,2012,2012,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2167,Olive oil,2014,2014,tonnes,1.94,I,Imputed value
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2167,Olive oil,2015,2015,tonnes,0.38,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0262,Olives preserved,2012,2012,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0262,Olives preserved,2015,2015,tonnes,0.21,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2002,2002,tonnes,376.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2003,2003,tonnes,936.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2004,2004,tonnes,231.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2005,2005,tonnes,453.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2006,2006,tonnes,82.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2007,2007,tonnes,76.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2008,2008,tonnes,110.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2009,2009,tonnes,121.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2011,2011,tonnes,31.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2012,2012,tonnes,1311.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2013,2013,tonnes,592.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2014,2014,tonnes,1497.43,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01253.02,"Onions and shallots, dry (excluding dehydrated)",2015,2015,tonnes,1644.3,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21431.01,Orange juice,2004,2004,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21431.01,Orange juice,2005,2005,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21431.01,Orange juice,2007,2007,tonnes,171.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21431.01,Orange juice,2008,2008,tonnes,108.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21431.01,Orange juice,2009,2009,tonnes,9.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21431.01,Orange juice,2011,2011,tonnes,188.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21431.01,Orange juice,2012,2012,tonnes,60.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01323,Oranges,2002,2002,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01241.90,"Other beans, green",2007,2007,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2012,2012,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21419.99,"Other fruit n.e.c., dried",2006,2006,tonnes,23.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01359.90,"Other fruits, n.e.c.",2012,2012,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01359.90,"Other fruits, n.e.c.",2013,2013,tonnes,11.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01359.90,"Other fruits, n.e.c.",2014,2014,tonnes,5.05,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,25090,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences""",2005,2005,tonnes,13.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,25090,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences""",2007,2007,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,25090,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences""",2008,2008,tonnes,11.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,25090,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences""",2009,2009,tonnes,5.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,25090,"Other manufactured tobacco and manufactured tobacco substitutes; homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences""",2014,2014,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2002,2002,tonnes,16659.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2005,2005,tonnes,27.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2006,2006,tonnes,272.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2008,2008,tonnes,217.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2011,2011,tonnes,107.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2012,2012,tonnes,136.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2013,2013,tonnes,25.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2014,2014,tonnes,47.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,24490,Other non-alcoholic caloric beverages,2015,2015,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21691.90,"Other oil of vegetable origin, crude n.e.c.",2004,2004,tonnes,83.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21691.90,"Other oil of vegetable origin, crude n.e.c.",2005,2005,tonnes,60.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21691.90,"Other oil of vegetable origin, crude n.e.c.",2006,2006,tonnes,45.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21691.90,"Other oil of vegetable origin, crude n.e.c.",2008,2008,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21691.90,"Other oil of vegetable origin, crude n.e.c.",2011,2011,tonnes,18.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2008,2008,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2014,2014,tonnes,1.22,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2015,2015,tonnes,2.3,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01349.20,Other stone fruits,2002,2002,tonnes,6.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01349.20,Other stone fruits,2003,2003,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21330.90,Other vegetables provisionally preserved,2004,2004,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01290.90,"Other vegetables, fresh n.e.c.",2002,2002,tonnes,6.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01290.90,"Other vegetables, fresh n.e.c.",2003,2003,tonnes,0.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01290.90,"Other vegetables, fresh n.e.c.",2007,2007,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01290.90,"Other vegetables, fresh n.e.c.",2008,2008,tonnes,2.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01290.90,"Other vegetables, fresh n.e.c.",2009,2009,tonnes,30.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2165,Palm oil,2005,2005,tonnes,29.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2165,Palm oil,2008,2008,tonnes,111.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2165,Palm oil,2009,2009,tonnes,5.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2165,Palm oil,2011,2011,tonnes,80.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,2165,Palm oil,2012,2012,tonnes,49.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21399.01,Paste of tomatoes,2003,2003,tonnes,9.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,21399.01,Paste of tomatoes,2006,2006,tonnes,7.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2002,2002,tonnes,121.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2003,2003,tonnes,474.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2004,2004,tonnes,687.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2005,2005,tonnes,369.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2006,2006,tonnes,197.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2007,2007,tonnes,8.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2008,2008,tonnes,23.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2009,2009,tonnes,98.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2011,2011,tonnes,435.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2012,2012,tonnes,320.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2013,2013,tonnes,737.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2014,2014,tonnes,616.46,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,F0022,Pastry,2015,2015,tonnes,114.28,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01651,"Pepper (Piper spp.), raw",2003,2003,tonnes,3.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01651,"Pepper (Piper spp.), raw",2005,2005,tonnes,51.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01651,"Pepper (Piper spp.), raw",2006,2006,tonnes,10.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01651,"Pepper (Piper spp.), raw",2009,2009,tonnes,12.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01651,"Pepper (Piper spp.), raw",2015,2015,tonnes,6.15,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01510,Potatoes,2002,2002,tonnes,31.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01510,Potatoes,2003,2003,tonnes,56.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01510,Potatoes,2005,2005,tonnes,1.0,A,Official figure
TM,Detailed trade matrix,887,Yemen,262,Djibouti,5910,Export Quantity,01510,Potatoes,2008,2008,tonnes,27.0,A,Official figure
