source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,yield,CV (%)
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,47.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2006,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,20.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2005,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,21.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2004,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,18.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2003,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,32.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2002,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,22.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2001,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,37.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,23.0,23,CHEYENNE,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, CHEYENNE",2000,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,26.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,49.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2006,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,27.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2005,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,43.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2004,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,17.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2003,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,41.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2002,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,34.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2001,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,41.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,39.0,39,DECATUR,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, DECATUR",2000,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,33.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,65.0,65,GRAHAM,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, GRAHAM",2007,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,33.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,65.0,65,GRAHAM,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, GRAHAM",2006,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,19.0,
SURVEY,CROPS,FIELD CROPS,WHEAT,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,YIELD,BU / ACRE,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,COUNTY,20,20,KS,KANSAS,10,NORTHWEST,65.0,65,GRAHAM,,,0,,,9000,UNITED STATES,"KANSAS, NORTHWEST, GRAHAM",2005,ANNUAL,0,0,YEAR,,2012-01-01 00:00:00.000,41.0,
