Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21673,Oil of olive residues,2007,2007,tonnes,27,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21673,Oil of olive residues,2008,2008,tonnes,21,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21673,Oil of olive residues,2009,2009,tonnes,7,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21673,Oil of olive residues,2011,2011,tonnes,9,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21673,Oil of olive residues,2012,2012,tonnes,50,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21673,Oil of olive residues,2015,2015,tonnes,0.9,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21673,Oil of olive residues,2018,2018,tonnes,0.98,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,21691.07,Oil of sesame seed,2009,2009,tonnes,3,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2004,2004,tonnes,214,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2005,2005,tonnes,191,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2006,2006,tonnes,153,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2007,2007,tonnes,390,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2008,2008,tonnes,451,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2009,2009,tonnes,391,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2011,2011,tonnes,505,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2012,2012,tonnes,793,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2013,2013,tonnes,301,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2014,2014,tonnes,168.81,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2015,2015,tonnes,121.01,A,Official figure
TM,Detailed trade matrix,887,Yemen,760,Syrian Arab Republic,5610,Import Quantity,2167,Olive oil,2018,2018,tonnes,59.66,A,Official figure
